data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-08-30,domingo,7157,71,Jacaré,15,5528,55,Carneiro,7,8918,89,Cachorro,5,1379,13,Peru,20,1536,15,Cobra,9,2762,27,Leâo,16,8003,80,Avestruz,1,7513,75,Borboleta,4,6320,63,Cachorro,5,6430,64,Camelo,8
2026-08-29,sábado,9772,97,Porco,18,8804,88,Avestruz,1,3642,36,Cavalo,11,5520,55,Cachorro,5,5863,58,Leâo,16,3916,39,Borboleta,4,1210,12,Burro,3,0175,01,Pavâo,19,2245,22,Elefante,12,9582,95,Touro,21
2026-08-28,sexta-feira,5087,50,Tigre,22,7697,76,Vaca,25,7679,76,Peru,20,6249,62,Galo,13,7873,78,Pavâo,19,5086,50,Tigre,22,9076,90,Pavâo,19,8208,82,Águia,2,5909,59,Burro,3,9580,95,Peru,20
2026-08-27,quinta-feira,6416,64,Borboleta,4,4812,48,Burro,3,3969,39,Porco,18,5965,59,Macaco,17,3350,33,Galo,13,4480,44,Peru,20,9466,94,Macaco,17,5571,55,Porco,18,7854,78,Gato,14,2856,28,Gato,14
2026-08-26,quarta-feira,2234,22,Cobra,9,7627,76,Carneiro,7,3013,30,Borboleta,4,2894,28,Veado,24,1946,19,Elefante,12,3599,35,Vaca,25,6700,67,Vaca,25,5983,59,Touro,21,9091,90,Urso,23,3202,32,Avestruz,1
2026-08-25,terça-feira,4794,47,Veado,24,9423,94,Cabra,6,2662,26,Leâo,16,8125,81,Carneiro,7,1869,18,Porco,18,4217,42,Cachorro,5,9685,96,Tigre,22,8960,89,Jacaré,15,1058,10,Jacaré,15,7951,79,Galo,13
2026-08-24,segunda-feira,9736,97,Cobra,9,7894,78,Veado,24,5691,56,Urso,23,2976,29,Pavâo,19,6045,60,Elefante,12,3674,36,Pavâo,19,3037,30,Coelho,10,7832,78,Camelo,8,1217,12,Cachorro,5,1795,17,Veado,24
2026-08-23,domingo,4865,48,Macaco,17,8805,88,Águia,2,9365,93,Macaco,17,6360,63,Jacaré,15,7269,72,Porco,18,4964,49,Leâo,16,6662,66,Leâo,16,8197,81,Vaca,25,2389,23,Urso,23,9813,98,Borboleta,4
2026-08-22,sábado,6083,60,Touro,21,7121,71,Cabra,6,4866,48,Macaco,17,6544,65,Cavalo,11,7606,76,Águia,2,4380,43,Peru,20,5823,58,Cabra,6,6836,68,Cobra,9,3438,34,Coelho,10,5103,51,Avestruz,1
2026-08-21,sexta-feira,4096,40,Veado,24,9219,92,Cachorro,5,4685,46,Tigre,22,9256,92,Gato,14,3465,34,Macaco,17,3885,38,Tigre,22,2293,22,Veado,24,4092,40,Urso,23,3025,30,Carneiro,7,9158,91,Jacaré,15
2026-08-20,quinta-feira,1773,17,Pavâo,19,8619,86,Cachorro,5,2724,27,Cabra,6,4803,48,Avestruz,1,4585,45,Tigre,22,0875,08,Pavâo,19,0356,03,Gato,14,5595,55,Veado,24,2735,27,Cobra,9,7103,71,Avestruz,1
2026-08-19,quarta-feira,5163,51,Leâo,16,8983,89,Touro,21,1402,14,Avestruz,1,8826,88,Carneiro,7,0665,06,Macaco,17,8281,82,Touro,21,3483,34,Touro,21,3535,35,Cobra,9,2519,25,Cachorro,5,0973,09,Pavâo,19
2026-08-18,terça-feira,0003,00,Avestruz,1,5728,57,Carneiro,7,2448,24,Elefante,12,7775,77,Pavâo,19,2963,29,Leâo,16,9021,90,Cabra,6,0446,04,Elefante,12,3469,34,Porco,18,9702,97,Avestruz,1,9163,91,Leâo,16
2026-08-17,segunda-feira,6629,66,Camelo,8,5764,57,Leâo,16,9216,92,Borboleta,4,0575,05,Pavâo,19,3556,35,Gato,14,1564,15,Leâo,16,7101,71,Avestruz,1,7096,70,Veado,24,4641,46,Cavalo,11,5673,56,Pavâo,19
2026-08-16,domingo,3043,30,Cavalo,11,2445,24,Elefante,12,8973,89,Pavâo,19,4381,43,Touro,21,3957,39,Jacaré,15,7130,71,Camelo,8,7301,73,Avestruz,1,1096,10,Veado,24,1896,18,Veado,24,6635,66,Cobra,9
2026-08-15,sábado,6556,65,Gato,14,5619,56,Cachorro,5,4749,47,Galo,13,3978,39,Peru,20,8111,81,Burro,3,1850,18,Galo,13,2409,24,Burro,3,4133,41,Cobra,9,1615,16,Borboleta,4,1521,15,Cabra,6
2026-08-14,sexta-feira,5588,55,Tigre,22,9150,91,Galo,13,4832,48,Camelo,8,5025,50,Carneiro,7,4938,49,Coelho,10,4522,45,Cabra,6,5752,57,Galo,13,5614,56,Borboleta,4,7163,71,Leâo,16,0952,09,Galo,13
2026-08-13,quinta-feira,6256,62,Gato,14,5196,51,Veado,24,3570,35,Porco,18,3140,31,Coelho,10,5873,58,Pavâo,19,0402,04,Avestruz,1,2873,28,Pavâo,19,6440,64,Coelho,10,2828,28,Carneiro,7,5449,54,Galo,13
2026-08-12,quarta-feira,3521,35,Cabra,6,1929,19,Camelo,8,7817,78,Cachorro,5,9214,92,Borboleta,4,9367,93,Macaco,17,2094,20,Veado,24,9751,97,Galo,13,2470,24,Porco,18,8773,87,Pavâo,19,7766,77,Macaco,17
2026-08-11,terça-feira,7237,72,Coelho,10,1843,18,Cavalo,11,1593,15,Veado,24,9166,91,Macaco,17,5673,56,Pavâo,19,0132,01,Camelo,8,8116,81,Borboleta,4,4443,44,Cavalo,11,5183,51,Touro,21,4617,46,Cachorro,5
2026-08-10,segunda-feira,8995,89,Veado,24,8920,89,Cachorro,5,9160,91,Jacaré,15,4238,42,Coelho,10,8595,85,Veado,24,5019,50,Cachorro,5,2878,28,Peru,20,9895,98,Veado,24,0659,06,Jacaré,15,8799,87,Vaca,25
2026-08-09,domingo,7867,78,Macaco,17,6841,68,Cavalo,11,3941,39,Cavalo,11,0529,05,Camelo,8,3110,31,Burro,3,2008,20,Águia,2,5285,52,Tigre,22,9104,91,Avestruz,1,4652,46,Galo,13,3410,34,Burro,3
2026-08-08,sábado,5908,59,Águia,2,2623,26,Cabra,6,8213,82,Borboleta,4,8153,81,Gato,14,9801,98,Avestruz,1,7853,78,Gato,14,8380,83,Peru,20,9702,97,Avestruz,1,1719,17,Cachorro,5,9100,91,Vaca,25
2026-08-07,sexta-feira,6383,63,Touro,21,6831,68,Camelo,8,3899,38,Vaca,25,0859,08,Jacaré,15,1648,16,Elefante,12,7994,79,Veado,24,5314,53,Borboleta,4,8346,83,Elefante,12,9631,96,Camelo,8,3205,32,Águia,2
2026-08-06,quinta-feira,5234,52,Cobra,9,9293,92,Veado,24,8835,88,Cobra,9,8111,81,Burro,3,0210,02,Burro,3,7078,70,Peru,20,0199,01,Vaca,25,3340,33,Coelho,10,0850,08,Galo,13,0894,08,Veado,24
2026-08-05,quarta-feira,1388,13,Tigre,22,7652,76,Galo,13,0348,03,Elefante,12,1884,18,Touro,21,9421,94,Cabra,6,0350,03,Galo,13,4536,45,Cobra,9,1339,13,Coelho,10,0229,02,Camelo,8,9490,94,Urso,23
2026-08-04,terça-feira,4438,44,Coelho,10,2131,21,Camelo,8,7149,71,Galo,13,5372,53,Porco,18,7055,70,Gato,14,8839,88,Coelho,10,8050,80,Galo,13,2903,29,Avestruz,1,1481,14,Touro,21,7622,76,Cabra,6
2026-08-03,segunda-feira,2056,20,Gato,14,8655,86,Gato,14,6770,67,Porco,18,1073,10,Pavâo,19,0952,09,Galo,13,3258,32,Jacaré,15,5819,58,Cachorro,5,6308,63,Águia,2,7633,76,Cobra,9,2928,29,Carneiro,7
2026-08-02,domingo,8468,84,Macaco,17,9815,98,Borboleta,4,5031,50,Camelo,8,0433,04,Cobra,9,7746,77,Elefante,12,1381,13,Touro,21,2266,22,Macaco,17,7372,73,Porco,18,1213,12,Borboleta,4,4074,40,Pavâo,19
2026-08-01,sábado,0589,05,Urso,23,0784,07,Touro,21,8585,85,Tigre,22,4185,41,Tigre,22,5187,51,Tigre,22,9660,96,Jacaré,15,8310,83,Burro,3,5006,50,Águia,2,6188,61,Tigre,22,4369,43,Porco,18
2026-07-31,sexta-feira,7489,74,Urso,23,6683,66,Touro,21,4238,42,Coelho,10,2197,21,Vaca,25,6207,62,Águia,2,5186,51,Tigre,22,3496,34,Veado,24,2012,20,Burro,3,2010,20,Burro,3,3903,39,Avestruz,1
2026-07-30,quinta-feira,4225,42,Carneiro,7,5644,56,Cavalo,11,2269,22,Porco,18,4119,41,Cachorro,5,1598,15,Vaca,25,0888,08,Tigre,22,7500,75,Vaca,25,4567,45,Macaco,17,6184,61,Touro,21,5140,51,Coelho,10
2026-07-29,quarta-feira,1959,19,Jacaré,15,6057,60,Jacaré,15,0529,05,Camelo,8,2142,21,Cavalo,11,8211,82,Burro,3,1126,11,Carneiro,7,9997,99,Vaca,25,1108,11,Águia,2,0593,05,Veado,24,7051,70,Galo,13
2026-07-28,terça-feira,5422,54,Cabra,6,2629,26,Camelo,8,5799,57,Vaca,25,3658,36,Jacaré,15,0965,09,Macaco,17,4925,49,Carneiro,7,9372,93,Porco,18,1149,11,Galo,13,5322,53,Cabra,6,8433,84,Cobra,9
2026-07-27,segunda-feira,4032,40,Camelo,8,0173,01,Pavâo,19,2423,24,Cabra,6,2754,27,Gato,14,1873,18,Pavâo,19,9485,94,Tigre,22,4341,43,Cavalo,11,0888,08,Tigre,22,2492,24,Urso,23,0491,04,Urso,23
2026-07-26,domingo,4389,43,Urso,23,7683,76,Touro,21,5483,54,Touro,21,3760,37,Jacaré,15,7582,75,Touro,21,2531,25,Camelo,8,6896,68,Veado,24,8298,82,Vaca,25,7797,77,Vaca,25,6229,62,Camelo,8
2026-07-25,sábado,5714,57,Borboleta,4,6400,64,Vaca,25,0596,05,Veado,24,9951,99,Galo,13,4591,45,Urso,23,1866,18,Macaco,17,5089,50,Urso,23,2973,29,Pavâo,19,5744,57,Cavalo,11,1808,18,Águia,2
2026-07-24,sexta-feira,5272,52,Porco,18,8454,84,Gato,14,7135,71,Cobra,9,9604,96,Avestruz,1,9477,94,Peru,20,7792,77,Urso,23,3936,39,Cobra,9,6900,69,Vaca,25,6223,62,Cabra,6,2847,28,Elefante,12
2026-07-23,quinta-feira,9590,95,Urso,23,2394,23,Veado,24,5574,55,Pavâo,19,5767,57,Macaco,17,6514,65,Borboleta,4,2824,28,Cabra,6,3664,36,Leâo,16,2389,23,Urso,23,9364,93,Leâo,16,7629,76,Camelo,8
2026-07-22,quarta-feira,3064,30,Leâo,16,8581,85,Touro,21,6143,61,Cavalo,11,0550,05,Galo,13,1622,16,Cabra,6,6927,69,Carneiro,7,7514,75,Borboleta,4,4710,47,Burro,3,2698,26,Vaca,25,1009,10,Burro,3
2026-07-21,terça-feira,2098,20,Vaca,25,9930,99,Camelo,8,6052,60,Galo,13,6209,62,Burro,3,4733,47,Cobra,9,5266,52,Macaco,17,6094,60,Veado,24,6883,68,Touro,21,3527,35,Carneiro,7,7045,70,Elefante,12
2026-07-20,segunda-feira,7111,71,Burro,3,1397,13,Vaca,25,1313,13,Borboleta,4,1793,17,Veado,24,5231,52,Camelo,8,2243,22,Cavalo,11,2577,25,Peru,20,2592,25,Urso,23,5710,57,Burro,3,1557,15,Jacaré,15
2026-07-19,domingo,8723,87,Cabra,6,6989,69,Urso,23,3934,39,Cobra,9,0306,03,Águia,2,8781,87,Touro,21,8948,89,Elefante,12,7336,73,Cobra,9,9321,93,Cabra,6,2951,29,Galo,13,6351,63,Galo,13
2026-07-18,sábado,8710,87,Burro,3,1237,12,Coelho,10,9862,98,Leâo,16,9669,96,Porco,18,2395,23,Veado,24,3557,35,Jacaré,15,6723,67,Cabra,6,2834,28,Cobra,9,3861,38,Leâo,16,7287,72,Tigre,22
2026-07-17,sexta-feira,9716,97,Borboleta,4,3163,31,Leâo,16,5880,58,Peru,20,3414,34,Borboleta,4,2253,22,Gato,14,9138,91,Coelho,10,3372,33,Porco,18,1497,14,Vaca,25,2016,20,Borboleta,4,7682,76,Touro,21
2026-07-16,quinta-feira,2159,21,Jacaré,15,1480,14,Peru,20,3343,33,Cavalo,11,4750,47,Galo,13,3099,30,Vaca,25,2097,20,Vaca,25,2493,24,Veado,24,1829,18,Camelo,8,8141,81,Cavalo,11,7418,74,Cachorro,5
2026-07-15,quarta-feira,3900,39,Vaca,25,8205,82,Águia,2,5933,59,Cobra,9,2867,28,Macaco,17,9497,94,Vaca,25,5580,55,Peru,20,4110,41,Burro,3,7066,70,Macaco,17,3750,37,Galo,13,2620,26,Cachorro,5
2026-07-14,terça-feira,4183,41,Touro,21,2265,22,Macaco,17,2786,27,Tigre,22,2501,25,Avestruz,1,9816,98,Borboleta,4,4730,47,Camelo,8,7103,71,Avestruz,1,8520,85,Cachorro,5,7088,70,Tigre,22,1032,10,Camelo,8
2026-07-13,segunda-feira,4788,47,Tigre,22,0666,06,Macaco,17,0240,02,Coelho,10,5637,56,Coelho,10,1513,15,Borboleta,4,2115,21,Borboleta,4,1171,11,Porco,18,1558,15,Jacaré,15,2609,26,Burro,3,3198,31,Vaca,25
2026-07-12,domingo,8229,82,Camelo,8,7851,78,Galo,13,4535,45,Cobra,9,6577,65,Peru,20,2840,28,Coelho,10,4586,45,Tigre,22,8609,86,Burro,3,0813,08,Borboleta,4,9608,96,Águia,2,1753,17,Gato,14
2026-07-11,sábado,5675,56,Pavâo,19,6435,64,Cobra,9,1211,12,Burro,3,6044,60,Cavalo,11,1513,15,Borboleta,4,9077,90,Peru,20,4786,47,Tigre,22,6547,65,Elefante,12,9298,92,Vaca,25,0595,05,Veado,24
2026-07-10,sexta-feira,9503,95,Avestruz,1,2981,29,Touro,21,8138,81,Coelho,10,4934,49,Cobra,9,9764,97,Leâo,16,1074,10,Pavâo,19,9730,97,Camelo,8,1211,12,Burro,3,0659,06,Jacaré,15,3720,37,Cachorro,5
2026-07-09,quinta-feira,0901,09,Avestruz,1,9471,94,Porco,18,6837,68,Coelho,10,1453,14,Gato,14,5748,57,Elefante,12,5725,57,Carneiro,7,3752,37,Galo,13,9082,90,Touro,21,3308,33,Águia,2,7339,73,Coelho,10
2026-07-08,quarta-feira,6436,64,Cobra,9,6941,69,Cavalo,11,8469,84,Porco,18,8276,82,Pavâo,19,0902,09,Avestruz,1,9761,97,Leâo,16,6769,67,Porco,18,6507,65,Águia,2,1422,14,Cabra,6,1993,19,Veado,24
2026-07-07,terça-feira,5272,52,Porco,18,3705,37,Águia,2,7922,79,Cabra,6,9730,97,Camelo,8,0940,09,Coelho,10,4970,49,Porco,18,0873,08,Pavâo,19,1702,17,Avestruz,1,1183,11,Touro,21,8688,86,Tigre,22
2026-07-06,segunda-feira,9624,96,Cabra,6,6583,65,Touro,21,2701,27,Avestruz,1,6808,68,Águia,2,6683,66,Touro,21,6097,60,Vaca,25,5042,50,Cavalo,11,4522,45,Cabra,6,3331,33,Camelo,8,5649,56,Galo,13
2026-07-05,domingo,7930,79,Camelo,8,2414,24,Borboleta,4,8834,88,Cobra,9,6898,68,Vaca,25,1717,17,Cachorro,5,5662,56,Leâo,16,8861,88,Leâo,16,1051,10,Galo,13,0535,05,Cobra,9,5497,54,Vaca,25
2026-07-04,sábado,3229,32,Camelo,8,6751,67,Galo,13,4220,42,Cachorro,5,5327,53,Carneiro,7,4400,44,Vaca,25,2319,23,Cachorro,5,2968,29,Macaco,17,7113,71,Borboleta,4,2407,24,Águia,2,9594,95,Veado,24
2026-07-03,sexta-feira,8838,88,Coelho,10,7006,70,Águia,2,2244,22,Cavalo,11,7488,74,Tigre,22,5240,52,Coelho,10,1909,19,Burro,3,8682,86,Touro,21,2804,28,Avestruz,1,4538,45,Coelho,10,4614,46,Borboleta,4
2026-07-02,quinta-feira,2046,20,Elefante,12,8482,84,Touro,21,9006,90,Águia,2,7940,79,Coelho,10,5777,57,Peru,20,2622,26,Cabra,6,7534,75,Cobra,9,7764,77,Leâo,16,6882,68,Touro,21,3499,34,Vaca,25
2026-07-01,quarta-feira,4701,47,Avestruz,1,1650,16,Galo,13,7422,74,Cabra,6,7157,71,Jacaré,15,8498,84,Vaca,25,3759,37,Jacaré,15,0268,02,Macaco,17,5859,58,Jacaré,15,1027,10,Carneiro,7,5502,55,Avestruz,1
2026-06-30,terça-feira,0199,01,Vaca,25,9169,91,Porco,18,6050,60,Galo,13,5501,55,Avestruz,1,1580,15,Peru,20,7132,71,Camelo,8,7739,77,Coelho,10,6706,67,Águia,2,0147,01,Elefante,12,7499,74,Vaca,25
2026-06-29,segunda-feira,7518,75,Cachorro,5,2905,29,Águia,2,5403,54,Avestruz,1,4812,48,Burro,3,3020,30,Cachorro,5,0257,02,Jacaré,15,0100,01,Vaca,25,8645,86,Elefante,12,5953,59,Gato,14,1173,11,Pavâo,19
2026-06-28,domingo,2996,29,Veado,24,3368,33,Macaco,17,6403,64,Avestruz,1,8830,88,Camelo,8,2040,20,Coelho,10,8880,88,Peru,20,5821,58,Cabra,6,9565,95,Macaco,17,8455,84,Gato,14,8238,82,Coelho,10
2026-06-27,sábado,1879,18,Peru,20,2935,29,Cobra,9,2819,28,Cachorro,5,5481,54,Touro,21,4535,45,Cobra,9,5123,51,Cabra,6,2521,25,Cabra,6,9508,95,Águia,2,5141,51,Cavalo,11,4868,48,Macaco,17
2026-06-26,sexta-feira,4644,46,Cavalo,11,3704,37,Avestruz,1,1515,15,Borboleta,4,7781,77,Touro,21,1476,14,Pavâo,19,1617,16,Cachorro,5,2650,26,Galo,13,1521,15,Cabra,6,0404,04,Avestruz,1,9155,91,Gato,14
2026-06-25,quinta-feira,5414,54,Borboleta,4,1296,12,Veado,24,8554,85,Gato,14,0903,09,Avestruz,1,4923,49,Cabra,6,1862,18,Leâo,16,3427,34,Carneiro,7,2489,24,Urso,23,0797,07,Vaca,25,0855,08,Gato,14
2026-06-24,quarta-feira,0974,09,Pavâo,19,6816,68,Borboleta,4,6466,64,Macaco,17,6111,61,Burro,3,3477,34,Peru,20,6174,61,Pavâo,19,6341,63,Cavalo,11,6382,63,Touro,21,3639,36,Coelho,10,4298,42,Vaca,25
2026-06-23,terça-feira,8747,87,Elefante,12,3302,33,Avestruz,1,2557,25,Jacaré,15,4373,43,Pavâo,19,2227,22,Carneiro,7,3347,33,Elefante,12,9613,96,Borboleta,4,8933,89,Cobra,9,6649,66,Galo,13,1260,12,Jacaré,15
2026-06-22,segunda-feira,1937,19,Coelho,10,4243,42,Cavalo,11,1649,16,Galo,13,5445,54,Elefante,12,3426,34,Carneiro,7,0433,04,Cobra,9,1894,18,Veado,24,9269,92,Porco,18,6918,69,Cachorro,5,9932,99,Camelo,8
2026-06-21,domingo,0132,01,Camelo,8,9993,99,Veado,24,5528,55,Carneiro,7,9182,91,Touro,21,1569,15,Porco,18,9609,96,Burro,3,5113,51,Borboleta,4,0631,06,Camelo,8,1349,13,Galo,13,6481,64,Touro,21
2026-06-20,sábado,8931,89,Camelo,8,8108,81,Águia,2,4004,40,Avestruz,1,5686,56,Tigre,22,6941,69,Cavalo,11,6772,67,Porco,18,6564,65,Leâo,16,1493,14,Veado,24,5918,59,Cachorro,5,2308,23,Águia,2
2026-06-19,sexta-feira,3497,34,Vaca,25,4053,40,Gato,14,0113,01,Borboleta,4,9243,92,Cavalo,11,2010,20,Burro,3,7434,74,Cobra,9,1019,10,Cachorro,5,7326,73,Carneiro,7,4406,44,Águia,2,9770,97,Porco,18
2026-06-18,quinta-feira,8006,80,Águia,2,1373,13,Pavâo,19,4664,46,Leâo,16,8362,83,Leâo,16,8767,87,Macaco,17,1072,10,Porco,18,0705,07,Águia,2,4500,45,Vaca,25,0724,07,Cabra,6,5793,57,Veado,24
2026-06-17,quarta-feira,2950,29,Galo,13,1660,16,Jacaré,15,0333,03,Cobra,9,4856,48,Gato,14,8038,80,Coelho,10,2314,23,Borboleta,4,9278,92,Peru,20,2688,26,Tigre,22,3167,31,Macaco,17,8196,81,Veado,24
2026-06-16,terça-feira,1135,11,Cobra,9,1997,19,Vaca,25,8298,82,Vaca,25,5784,57,Touro,21,0797,07,Vaca,25,7370,73,Porco,18,4317,43,Cachorro,5,0724,07,Cabra,6,0554,05,Gato,14,7058,70,Jacaré,15
2026-06-15,segunda-feira,0443,04,Cavalo,11,6270,62,Porco,18,7891,78,Urso,23,6758,67,Jacaré,15,6706,67,Águia,2,9137,91,Coelho,10,8852,88,Galo,13,2994,29,Veado,24,9957,99,Jacaré,15,9219,92,Cachorro,5
2026-06-14,domingo,1246,12,Elefante,12,1663,16,Leâo,16,7106,71,Águia,2,8944,89,Cavalo,11,2306,23,Águia,2,0272,02,Porco,18,4111,41,Burro,3,9276,92,Pavâo,19,5941,59,Cavalo,11,0236,02,Cobra,9
2026-06-13,sábado,7144,71,Cavalo,11,0924,09,Cabra,6,7281,72,Touro,21,5002,50,Avestruz,1,5500,55,Vaca,25,1306,13,Águia,2,1687,16,Tigre,22,0270,02,Porco,18,5457,54,Jacaré,15,8870,88,Porco,18
2026-06-12,sexta-feira,4873,48,Pavâo,19,3183,31,Touro,21,3360,33,Jacaré,15,1491,14,Urso,23,7986,79,Tigre,22,8886,88,Tigre,22,2674,26,Pavâo,19,4201,42,Avestruz,1,4198,41,Vaca,25,4619,46,Cachorro,5
2026-06-11,quinta-feira,4954,49,Gato,14,7021,70,Cabra,6,3729,37,Camelo,8,4713,47,Borboleta,4,8297,82,Vaca,25,7600,76,Vaca,25,7416,74,Borboleta,4,6498,64,Vaca,25,0845,08,Elefante,12,3413,34,Borboleta,4
2026-06-10,quarta-feira,5429,54,Camelo,8,5888,58,Tigre,22,8341,83,Cavalo,11,8282,82,Touro,21,8002,80,Avestruz,1,3960,39,Jacaré,15,6726,67,Carneiro,7,7047,70,Elefante,12,9554,95,Gato,14,2011,20,Burro,3
2026-06-09,terça-feira,3267,32,Macaco,17,5686,56,Tigre,22,6706,67,Águia,2,3672,36,Porco,18,5480,54,Peru,20,0324,03,Cabra,6,2783,27,Touro,21,0084,00,Touro,21,7703,77,Avestruz,1,2555,25,Gato,14
2026-06-08,segunda-feira,2455,24,Gato,14,9157,91,Jacaré,15,6829,68,Camelo,8,4255,42,Gato,14,5663,56,Leâo,16,3969,39,Porco,18,6251,62,Galo,13,1635,16,Cobra,9,2072,20,Porco,18,6129,61,Camelo,8
2026-06-07,domingo,4808,48,Águia,2,8952,89,Galo,13,1763,17,Leâo,16,1384,13,Touro,21,0015,00,Borboleta,4,2350,23,Galo,13,3320,33,Cachorro,5,5897,58,Vaca,25,6452,64,Galo,13,2193,21,Veado,24
2026-06-06,sábado,7309,73,Burro,3,7703,77,Avestruz,1,4768,47,Macaco,17,0189,01,Urso,23,6225,62,Carneiro,7,1145,11,Elefante,12,3656,36,Gato,14,8581,85,Touro,21,7055,70,Gato,14,5055,50,Gato,14
2026-06-05,sexta-feira,0521,05,Cabra,6,6050,60,Galo,13,6288,62,Tigre,22,0343,03,Cavalo,11,0246,02,Elefante,12,2281,22,Touro,21,0763,07,Leâo,16,7965,79,Macaco,17,9772,97,Porco,18,6986,69,Tigre,22
