data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-08-31,segunda-feira,4958,49,Jacaré,15,0401,04,Avestruz,1,4826,48,Carneiro,7,0092,00,Urso,23,1076,10,Pavâo,19,2598,25,Vaca,25,4463,44,Leâo,16,6687,66,Tigre,22,4933,49,Cobra,9,8534,85,Cobra,9
2026-08-30,domingo,3764,37,Leâo,16,2260,22,Jacaré,15,1296,12,Veado,24,6889,68,Urso,23,0802,08,Avestruz,1,4108,41,Águia,2,5435,54,Cobra,9,9674,96,Pavâo,19,6529,65,Camelo,8,7324,73,Cabra,6
2026-08-29,sábado,7094,70,Veado,24,0144,01,Cavalo,11,3574,35,Pavâo,19,6848,68,Elefante,12,8498,84,Vaca,25,4076,40,Pavâo,19,2422,24,Cabra,6,9724,97,Cabra,6,4309,43,Burro,3,0180,01,Peru,20
2026-08-28,sexta-feira,4356,43,Gato,14,7844,78,Cavalo,11,8521,85,Cabra,6,1631,16,Camelo,8,6915,69,Borboleta,4,0376,03,Pavâo,19,2275,22,Pavâo,19,3225,32,Carneiro,7,9183,91,Touro,21,0132,01,Camelo,8
2026-08-27,quinta-feira,7766,77,Macaco,17,3202,32,Avestruz,1,1721,17,Cabra,6,1762,17,Leâo,16,8664,86,Leâo,16,8792,87,Urso,23,5027,50,Carneiro,7,3788,37,Tigre,22,6118,61,Cachorro,5,1972,19,Porco,18
2026-08-26,quarta-feira,8908,89,Águia,2,3425,34,Carneiro,7,1279,12,Peru,20,0744,07,Cavalo,11,7032,70,Camelo,8,1579,15,Peru,20,9402,94,Avestruz,1,4857,48,Jacaré,15,3557,35,Jacaré,15,6984,69,Touro,21
2026-08-25,terça-feira,3973,39,Pavâo,19,1750,17,Galo,13,0288,02,Tigre,22,3527,35,Carneiro,7,6514,65,Borboleta,4,5752,57,Galo,13,3664,36,Leâo,16,7106,71,Águia,2,2974,29,Pavâo,19,1805,18,Águia,2
2026-08-24,segunda-feira,2866,28,Macaco,17,1512,15,Burro,3,8582,85,Touro,21,4766,47,Macaco,17,0195,01,Veado,24,3248,32,Elefante,12,8987,89,Tigre,22,8219,82,Cachorro,5,6332,63,Camelo,8,1431,14,Camelo,8
2026-08-23,domingo,6865,68,Macaco,17,6695,66,Veado,24,2154,21,Gato,14,3817,38,Cachorro,5,2082,20,Touro,21,2336,23,Cobra,9,9583,95,Touro,21,1251,12,Galo,13,4058,40,Jacaré,15,9543,95,Cavalo,11
2026-08-22,sábado,0274,02,Pavâo,19,8961,89,Leâo,16,4068,40,Macaco,17,8694,86,Veado,24,6927,69,Carneiro,7,0360,03,Jacaré,15,2381,23,Touro,21,1812,18,Burro,3,4590,45,Urso,23,2423,24,Cabra,6
2026-08-21,sexta-feira,9851,98,Galo,13,3598,35,Vaca,25,8930,89,Camelo,8,2008,20,Águia,2,0088,00,Tigre,22,6315,63,Borboleta,4,5881,58,Touro,21,1209,12,Burro,3,5244,52,Cavalo,11,6706,67,Águia,2
2026-08-20,quinta-feira,6504,65,Avestruz,1,6834,68,Cobra,9,5658,56,Jacaré,15,3311,33,Burro,3,7204,72,Avestruz,1,7137,71,Coelho,10,5504,55,Avestruz,1,1808,18,Águia,2,0889,08,Urso,23,7566,75,Macaco,17
2026-08-19,quarta-feira,1183,11,Touro,21,5620,56,Cachorro,5,8760,87,Jacaré,15,0071,00,Porco,18,6317,63,Cachorro,5,2611,26,Burro,3,6156,61,Gato,14,0073,00,Pavâo,19,4068,40,Macaco,17,0959,09,Jacaré,15
2026-08-18,terça-feira,1794,17,Veado,24,4444,44,Cavalo,11,2609,26,Burro,3,7698,76,Vaca,25,4107,41,Águia,2,0952,09,Galo,13,3656,36,Gato,14,4042,40,Cavalo,11,2397,23,Vaca,25,2408,24,Águia,2
2026-08-17,segunda-feira,1047,10,Elefante,12,5868,58,Macaco,17,9026,90,Carneiro,7,1377,13,Peru,20,5241,52,Cavalo,11,4831,48,Camelo,8,7925,79,Carneiro,7,6077,60,Peru,20,0744,07,Cavalo,11,0969,09,Porco,18
2026-08-16,domingo,3303,33,Avestruz,1,5953,59,Gato,14,2371,23,Porco,18,9176,91,Pavâo,19,7559,75,Jacaré,15,8423,84,Cabra,6,3000,30,Vaca,25,5616,56,Borboleta,4,3719,37,Cachorro,5,6655,66,Gato,14
2026-08-15,sábado,0664,06,Leâo,16,4519,45,Cachorro,5,7771,77,Porco,18,1911,19,Burro,3,9295,92,Veado,24,2411,24,Burro,3,2432,24,Camelo,8,0837,08,Coelho,10,1542,15,Cavalo,11,2344,23,Cavalo,11
2026-08-14,sexta-feira,7697,76,Vaca,25,8905,89,Águia,2,8215,82,Borboleta,4,7046,70,Elefante,12,9976,99,Pavâo,19,7653,76,Gato,14,4991,49,Urso,23,1850,18,Galo,13,2608,26,Águia,2,5098,50,Vaca,25
2026-08-13,quinta-feira,6954,69,Gato,14,5063,50,Leâo,16,3780,37,Peru,20,1793,17,Veado,24,6308,63,Águia,2,6468,64,Macaco,17,9925,99,Carneiro,7,5544,55,Cavalo,11,6495,64,Veado,24,1060,10,Jacaré,15
2026-08-12,quarta-feira,8349,83,Galo,13,9272,92,Porco,18,8740,87,Coelho,10,6272,62,Porco,18,2244,22,Cavalo,11,2510,25,Burro,3,9967,99,Macaco,17,5703,57,Avestruz,1,1678,16,Peru,20,2087,20,Tigre,22
2026-08-11,terça-feira,4944,49,Cavalo,11,9812,98,Burro,3,3059,30,Jacaré,15,8280,82,Peru,20,7334,73,Cobra,9,5116,51,Borboleta,4,8436,84,Cobra,9,4151,41,Galo,13,2005,20,Águia,2,8882,88,Touro,21
2026-08-10,segunda-feira,5092,50,Urso,23,1092,10,Urso,23,9922,99,Cabra,6,1796,17,Veado,24,2265,22,Macaco,17,2206,22,Águia,2,1627,16,Carneiro,7,3787,37,Tigre,22,8982,89,Touro,21,6660,66,Jacaré,15
2026-08-09,domingo,0326,03,Carneiro,7,2665,26,Macaco,17,0423,04,Cabra,6,2386,23,Tigre,22,5550,55,Galo,13,5308,53,Águia,2,5519,55,Cachorro,5,8218,82,Cachorro,5,1487,14,Tigre,22,4229,42,Camelo,8
2026-08-08,sábado,2691,26,Urso,23,0713,07,Borboleta,4,0243,02,Cavalo,11,4456,44,Gato,14,1489,14,Urso,23,9631,96,Camelo,8,9665,96,Macaco,17,2648,26,Elefante,12,4076,40,Pavâo,19,9551,95,Galo,13
2026-08-07,sexta-feira,8356,83,Gato,14,1041,10,Cavalo,11,1897,18,Vaca,25,9633,96,Cobra,9,8538,85,Coelho,10,8107,81,Águia,2,3160,31,Jacaré,15,3186,31,Tigre,22,6895,68,Veado,24,3204,32,Avestruz,1
2026-08-06,quinta-feira,9098,90,Vaca,25,4202,42,Avestruz,1,3146,31,Elefante,12,3767,37,Macaco,17,1768,17,Macaco,17,8184,81,Touro,21,1215,12,Borboleta,4,2319,23,Cachorro,5,5232,52,Camelo,8,5158,51,Jacaré,15
2026-08-05,quarta-feira,1909,19,Burro,3,4358,43,Jacaré,15,2154,21,Gato,14,8049,80,Galo,13,1925,19,Carneiro,7,2097,20,Vaca,25,2257,22,Jacaré,15,7070,70,Porco,18,2211,22,Burro,3,4586,45,Tigre,22
2026-08-04,terça-feira,4601,46,Avestruz,1,9999,99,Vaca,25,4068,40,Macaco,17,0285,02,Tigre,22,7435,74,Cobra,9,3389,33,Urso,23,4575,45,Pavâo,19,9751,97,Galo,13,3882,38,Touro,21,4037,40,Coelho,10
2026-08-03,segunda-feira,9120,91,Cachorro,5,9600,96,Vaca,25,6746,67,Elefante,12,2352,23,Galo,13,9268,92,Macaco,17,9245,92,Elefante,12,8167,81,Macaco,17,0946,09,Elefante,12,3754,37,Gato,14,9627,96,Carneiro,7
2026-08-02,domingo,0781,07,Touro,21,2829,28,Camelo,8,1621,16,Cabra,6,8070,80,Porco,18,6185,61,Tigre,22,2693,26,Veado,24,1952,19,Galo,13,4999,49,Vaca,25,6639,66,Coelho,10,4714,47,Borboleta,4
2026-08-01,sábado,6038,60,Coelho,10,4265,42,Macaco,17,8926,89,Carneiro,7,8627,86,Carneiro,7,1206,12,Águia,2,1454,14,Gato,14,7435,74,Cobra,9,8337,83,Coelho,10,0484,04,Touro,21,4199,41,Vaca,25
2026-07-31,sexta-feira,8710,87,Burro,3,4368,43,Macaco,17,1949,19,Galo,13,3401,34,Avestruz,1,7178,71,Peru,20,3223,32,Cabra,6,1576,15,Pavâo,19,3583,35,Touro,21,7064,70,Leâo,16,7155,71,Gato,14
2026-07-30,quinta-feira,4579,45,Peru,20,0666,06,Macaco,17,0271,02,Porco,18,1859,18,Jacaré,15,1263,12,Leâo,16,3694,36,Veado,24,0909,09,Burro,3,9898,98,Vaca,25,2412,24,Burro,3,0875,08,Pavâo,19
2026-07-29,quarta-feira,3622,36,Cabra,6,1571,15,Porco,18,4923,49,Cabra,6,1430,14,Camelo,8,9286,92,Tigre,22,5781,57,Touro,21,0826,08,Carneiro,7,9595,95,Veado,24,8519,85,Cachorro,5,4807,48,Águia,2
2026-07-28,terça-feira,1904,19,Avestruz,1,5377,53,Peru,20,2916,29,Borboleta,4,1851,18,Galo,13,9026,90,Carneiro,7,7949,79,Galo,13,6275,62,Pavâo,19,4547,45,Elefante,12,9380,93,Peru,20,1962,19,Leâo,16
2026-07-27,segunda-feira,8191,81,Urso,23,7224,72,Cabra,6,4412,44,Burro,3,1341,13,Cavalo,11,8762,87,Leâo,16,2778,27,Peru,20,5513,55,Borboleta,4,7032,70,Camelo,8,2014,20,Borboleta,4,4566,45,Macaco,17
2026-07-26,domingo,1617,16,Cachorro,5,8193,81,Veado,24,3015,30,Borboleta,4,0238,02,Coelho,10,2724,27,Cabra,6,3081,30,Touro,21,9552,95,Galo,13,3486,34,Tigre,22,8169,81,Porco,18,7761,77,Leâo,16
2026-07-25,sábado,4515,45,Borboleta,4,5602,56,Avestruz,1,9700,97,Vaca,25,1835,18,Cobra,9,1656,16,Gato,14,0192,01,Urso,23,6833,68,Cobra,9,5736,57,Cobra,9,5465,54,Macaco,17,7008,70,Águia,2
2026-07-24,sexta-feira,1663,16,Leâo,16,2210,22,Burro,3,1149,11,Galo,13,4287,42,Tigre,22,6596,65,Veado,24,9258,92,Jacaré,15,3588,35,Tigre,22,4573,45,Pavâo,19,1286,12,Tigre,22,7172,71,Porco,18
2026-07-23,quinta-feira,1198,11,Vaca,25,3331,33,Camelo,8,3474,34,Pavâo,19,3171,31,Porco,18,4172,41,Porco,18,6163,61,Leâo,16,6236,62,Cobra,9,3355,33,Gato,14,1768,17,Macaco,17,8970,89,Porco,18
2026-07-22,quarta-feira,2398,23,Vaca,25,1332,13,Camelo,8,4115,41,Borboleta,4,1975,19,Pavâo,19,3577,35,Peru,20,9393,93,Veado,24,6926,69,Carneiro,7,2763,27,Leâo,16,7444,74,Cavalo,11,1802,18,Avestruz,1
2026-07-21,terça-feira,3832,38,Camelo,8,7505,75,Águia,2,9411,94,Burro,3,4864,48,Leâo,16,3446,34,Elefante,12,4355,43,Gato,14,6116,61,Borboleta,4,8091,80,Urso,23,3160,31,Jacaré,15,4044,40,Cavalo,11
2026-07-20,segunda-feira,3987,39,Tigre,22,5987,59,Tigre,22,6761,67,Leâo,16,5835,58,Cobra,9,6077,60,Peru,20,7311,73,Burro,3,8238,82,Coelho,10,2949,29,Galo,13,6389,63,Urso,23,7941,79,Cavalo,11
2026-07-19,domingo,8650,86,Galo,13,1809,18,Burro,3,0037,00,Coelho,10,9320,93,Cachorro,5,0709,07,Burro,3,6921,69,Cabra,6,9900,99,Vaca,25,0604,06,Avestruz,1,1619,16,Cachorro,5,1772,17,Porco,18
2026-07-18,sábado,5034,50,Cobra,9,8775,87,Pavâo,19,2146,21,Elefante,12,7112,71,Burro,3,5926,59,Carneiro,7,4595,45,Veado,24,0596,05,Veado,24,8121,81,Cabra,6,9372,93,Porco,18,4136,41,Cobra,9
2026-07-17,sexta-feira,9470,94,Porco,18,8732,87,Camelo,8,7981,79,Touro,21,2944,29,Cavalo,11,6831,68,Camelo,8,2719,27,Cachorro,5,2416,24,Borboleta,4,9420,94,Cachorro,5,1068,10,Macaco,17,0596,05,Veado,24
2026-07-16,quinta-feira,6836,68,Cobra,9,5199,51,Vaca,25,1138,11,Coelho,10,4669,46,Porco,18,1602,16,Avestruz,1,7713,77,Borboleta,4,7706,77,Águia,2,5266,52,Macaco,17,8258,82,Jacaré,15,7625,76,Carneiro,7
2026-07-15,quarta-feira,1080,10,Peru,20,5911,59,Burro,3,6891,68,Urso,23,1183,11,Touro,21,3100,31,Vaca,25,5135,51,Cobra,9,4070,40,Porco,18,1229,12,Camelo,8,9111,91,Burro,3,1401,14,Avestruz,1
2026-07-14,terça-feira,1912,19,Burro,3,1371,13,Porco,18,8541,85,Cavalo,11,7909,79,Burro,3,9332,93,Camelo,8,5998,59,Vaca,25,0981,09,Touro,21,4275,42,Pavâo,19,6095,60,Veado,24,6613,66,Borboleta,4
2026-07-13,segunda-feira,2041,20,Cavalo,11,0566,05,Macaco,17,8687,86,Tigre,22,5251,52,Galo,13,1373,13,Pavâo,19,2320,23,Cachorro,5,4209,42,Burro,3,1587,15,Tigre,22,3844,38,Cavalo,11,2098,20,Vaca,25
2026-07-12,domingo,7342,73,Cavalo,11,9354,93,Gato,14,8465,84,Macaco,17,5509,55,Burro,3,7971,79,Porco,18,9664,96,Leâo,16,8406,84,Águia,2,5866,58,Macaco,17,0260,02,Jacaré,15,6168,61,Macaco,17
2026-07-11,sábado,4585,45,Tigre,22,6535,65,Cobra,9,7411,74,Burro,3,5989,59,Urso,23,1847,18,Elefante,12,3285,32,Tigre,22,1403,14,Avestruz,1,2199,21,Vaca,25,3315,33,Borboleta,4,5489,54,Urso,23
2026-07-10,sexta-feira,2370,23,Porco,18,1737,17,Coelho,10,1453,14,Gato,14,0720,07,Cachorro,5,0195,01,Veado,24,5259,52,Jacaré,15,8111,81,Burro,3,6712,67,Burro,3,6644,66,Cavalo,11,7056,70,Gato,14
2026-07-09,quinta-feira,6421,64,Cabra,6,9052,90,Galo,13,4295,42,Veado,24,2521,25,Cabra,6,6170,61,Porco,18,0028,00,Carneiro,7,1374,13,Pavâo,19,6415,64,Borboleta,4,7296,72,Veado,24,0556,05,Gato,14
2026-07-08,quarta-feira,1483,14,Touro,21,6304,63,Avestruz,1,9023,90,Cabra,6,0507,05,Águia,2,2164,21,Leâo,16,8812,88,Burro,3,5953,59,Gato,14,5050,50,Galo,13,8511,85,Burro,3,9442,94,Cavalo,11
2026-07-07,terça-feira,8953,89,Gato,14,7424,74,Cabra,6,6578,65,Peru,20,7212,72,Burro,3,8659,86,Jacaré,15,1310,13,Burro,3,2897,28,Vaca,25,7701,77,Avestruz,1,3736,37,Cobra,9,9107,91,Águia,2
2026-07-06,segunda-feira,9523,95,Cabra,6,1783,17,Touro,21,5387,53,Tigre,22,8969,89,Porco,18,6717,67,Cachorro,5,7778,77,Peru,20,0939,09,Coelho,10,6818,68,Cachorro,5,7089,70,Urso,23,6080,60,Peru,20
2026-07-05,domingo,1866,18,Macaco,17,4194,41,Veado,24,3250,32,Galo,13,0658,06,Jacaré,15,2541,25,Cavalo,11,5498,54,Vaca,25,6632,66,Camelo,8,0290,02,Urso,23,1555,15,Gato,14,1845,18,Elefante,12
2026-07-04,sábado,0116,01,Borboleta,4,2172,21,Porco,18,7763,77,Leâo,16,5364,53,Leâo,16,2540,25,Coelho,10,8805,88,Águia,2,6641,66,Cavalo,11,6065,60,Macaco,17,6196,61,Veado,24,4138,41,Coelho,10
2026-07-03,sexta-feira,6354,63,Gato,14,4919,49,Cachorro,5,9130,91,Camelo,8,6846,68,Elefante,12,0687,06,Tigre,22,8264,82,Leâo,16,0204,02,Avestruz,1,1126,11,Carneiro,7,7926,79,Carneiro,7,9826,98,Carneiro,7
2026-07-02,quinta-feira,2877,28,Peru,20,1398,13,Vaca,25,7089,70,Urso,23,2009,20,Burro,3,9597,95,Vaca,25,8178,81,Peru,20,6672,66,Porco,18,7823,78,Cabra,6,8838,88,Coelho,10,3296,32,Veado,24
2026-07-01,quarta-feira,4363,43,Leâo,16,8942,89,Cavalo,11,1567,15,Macaco,17,9238,92,Coelho,10,7636,76,Cobra,9,1725,17,Carneiro,7,8512,85,Burro,3,5834,58,Cobra,9,4823,48,Cabra,6,1207,12,Águia,2
2026-06-30,terça-feira,0161,01,Leâo,16,2898,28,Vaca,25,4971,49,Porco,18,0912,09,Burro,3,7663,76,Leâo,16,4618,46,Cachorro,5,8792,87,Urso,23,9875,98,Pavâo,19,4404,44,Avestruz,1,2837,28,Coelho,10
2026-06-29,segunda-feira,2063,20,Leâo,16,9590,95,Urso,23,9640,96,Coelho,10,2364,23,Leâo,16,2746,27,Elefante,12,5717,57,Cachorro,5,8393,83,Veado,24,0707,07,Águia,2,1884,18,Touro,21,6771,67,Porco,18
2026-06-28,domingo,4834,48,Cobra,9,2935,29,Cobra,9,4286,42,Tigre,22,2248,22,Elefante,12,9590,95,Urso,23,2521,25,Cabra,6,4637,46,Coelho,10,9013,90,Borboleta,4,4136,41,Cobra,9,2427,24,Carneiro,7
2026-06-27,sábado,6944,69,Cavalo,11,9331,93,Camelo,8,5689,56,Urso,23,7301,73,Avestruz,1,7832,78,Camelo,8,1137,11,Coelho,10,5715,57,Borboleta,4,3201,32,Avestruz,1,4257,42,Jacaré,15,8873,88,Pavâo,19
2026-06-26,sexta-feira,7710,77,Burro,3,0547,05,Elefante,12,8740,87,Coelho,10,2518,25,Cachorro,5,5863,58,Leâo,16,6454,64,Gato,14,3050,30,Galo,13,2384,23,Touro,21,5172,51,Porco,18,2631,26,Camelo,8
2026-06-25,quinta-feira,3441,34,Cavalo,11,7663,76,Leâo,16,6781,67,Touro,21,1299,12,Vaca,25,6548,65,Elefante,12,1675,16,Pavâo,19,4559,45,Jacaré,15,4717,47,Cachorro,5,1112,11,Burro,3,1268,12,Macaco,17
2026-06-24,quarta-feira,6542,65,Cavalo,11,7674,76,Pavâo,19,9280,92,Peru,20,9773,97,Pavâo,19,5186,51,Tigre,22,1078,10,Peru,20,4655,46,Gato,14,9823,98,Cabra,6,5730,57,Camelo,8,6270,62,Porco,18
2026-06-23,terça-feira,8587,85,Tigre,22,9023,90,Cabra,6,7739,77,Coelho,10,1400,14,Vaca,25,6393,63,Veado,24,0785,07,Tigre,22,1552,15,Galo,13,6543,65,Cavalo,11,4293,42,Veado,24,2346,23,Elefante,12
2026-06-22,segunda-feira,2660,26,Jacaré,15,0423,04,Cabra,6,0947,09,Elefante,12,3298,32,Vaca,25,1985,19,Tigre,22,6504,65,Avestruz,1,1967,19,Macaco,17,7365,73,Macaco,17,1701,17,Avestruz,1,9406,94,Águia,2
2026-06-21,domingo,3236,32,Cobra,9,4657,46,Jacaré,15,3869,38,Porco,18,0876,08,Pavâo,19,2274,22,Pavâo,19,4888,48,Tigre,22,7561,75,Leâo,16,5835,58,Cobra,9,8239,82,Coelho,10,7600,76,Vaca,25
2026-06-20,sábado,2737,27,Coelho,10,9837,98,Coelho,10,5359,53,Jacaré,15,6495,64,Veado,24,8014,80,Borboleta,4,1888,18,Tigre,22,5811,58,Burro,3,0212,02,Burro,3,8299,82,Vaca,25,0398,03,Vaca,25
2026-06-19,sexta-feira,5857,58,Jacaré,15,8366,83,Macaco,17,9134,91,Cobra,9,9079,90,Peru,20,0520,05,Cachorro,5,3995,39,Veado,24,9177,91,Peru,20,4591,45,Urso,23,2920,29,Cachorro,5,8586,85,Tigre,22
2026-06-18,quinta-feira,3577,35,Peru,20,0191,01,Urso,23,4514,45,Borboleta,4,8074,80,Pavâo,19,2191,21,Urso,23,5709,57,Burro,3,1716,17,Borboleta,4,7538,75,Coelho,10,5151,51,Galo,13,2413,24,Borboleta,4
2026-06-17,quarta-feira,0699,06,Vaca,25,4611,46,Burro,3,5764,57,Leâo,16,4960,49,Jacaré,15,7385,73,Tigre,22,3827,38,Carneiro,7,9755,97,Gato,14,5014,50,Borboleta,4,0007,00,Águia,2,5596,55,Veado,24
2026-06-16,terça-feira,0878,08,Peru,20,3939,39,Coelho,10,9332,93,Camelo,8,5026,50,Carneiro,7,1621,16,Cabra,6,4263,42,Leâo,16,7399,73,Vaca,25,0124,01,Cabra,6,4225,42,Carneiro,7,6132,61,Camelo,8
2026-06-15,segunda-feira,1285,12,Tigre,22,9497,94,Vaca,25,0698,06,Vaca,25,4039,40,Coelho,10,3196,31,Veado,24,1609,16,Burro,3,0999,09,Vaca,25,3642,36,Cavalo,11,4470,44,Porco,18,6643,66,Cavalo,11
2026-06-14,domingo,0809,08,Burro,3,9452,94,Galo,13,7067,70,Macaco,17,4917,49,Cachorro,5,7152,71,Galo,13,9480,94,Peru,20,1294,12,Veado,24,3751,37,Galo,13,3671,36,Porco,18,8859,88,Jacaré,15
2026-06-13,sábado,9207,92,Águia,2,4904,49,Avestruz,1,4406,44,Águia,2,8118,81,Cachorro,5,0466,04,Macaco,17,8741,87,Cavalo,11,2824,28,Cabra,6,8007,80,Águia,2,8350,83,Galo,13,3173,31,Pavâo,19
2026-06-12,sexta-feira,2009,20,Burro,3,3630,36,Camelo,8,8528,85,Carneiro,7,0224,02,Cabra,6,4640,46,Coelho,10,9920,99,Cachorro,5,4241,42,Cavalo,11,1567,15,Macaco,17,5134,51,Cobra,9,9054,90,Gato,14
2026-06-11,quinta-feira,7716,77,Borboleta,4,4999,49,Vaca,25,8444,84,Cavalo,11,4175,41,Pavâo,19,4673,46,Pavâo,19,3340,33,Coelho,10,9420,94,Cachorro,5,7213,72,Borboleta,4,2198,21,Vaca,25,8942,89,Cavalo,11
2026-06-10,quarta-feira,8982,89,Touro,21,2970,29,Porco,18,5675,56,Pavâo,19,5663,56,Leâo,16,8528,85,Carneiro,7,9603,96,Avestruz,1,5557,55,Jacaré,15,9662,96,Leâo,16,2127,21,Carneiro,7,6911,69,Burro,3
2026-06-09,terça-feira,7813,78,Borboleta,4,6524,65,Cabra,6,8458,84,Jacaré,15,8357,83,Jacaré,15,5592,55,Urso,23,8146,81,Elefante,12,8387,83,Tigre,22,9856,98,Gato,14,8064,80,Leâo,16,3934,39,Cobra,9
2026-06-08,segunda-feira,3750,37,Galo,13,5726,57,Carneiro,7,3597,35,Vaca,25,6412,64,Burro,3,1203,12,Avestruz,1,1774,17,Pavâo,19,2762,27,Leâo,16,2678,26,Peru,20,7822,78,Cabra,6,2096,20,Veado,24
2026-06-07,domingo,8230,82,Camelo,8,5320,53,Cachorro,5,6020,60,Cachorro,5,5427,54,Carneiro,7,6395,63,Veado,24,0418,04,Cachorro,5,2427,24,Carneiro,7,4054,40,Gato,14,5514,55,Borboleta,4,2905,29,Águia,2
2026-06-06,sábado,9805,98,Águia,2,7787,77,Tigre,22,2130,21,Camelo,8,3480,34,Peru,20,4250,42,Galo,13,9819,98,Cachorro,5,0418,04,Cachorro,5,9450,94,Galo,13,8049,80,Galo,13,9765,97,Macaco,17
2026-06-05,sexta-feira,7677,76,Peru,20,7625,76,Carneiro,7,1570,15,Porco,18,6104,61,Avestruz,1,4451,44,Galo,13,1597,15,Vaca,25,4040,40,Coelho,10,2257,22,Jacaré,15,3132,31,Camelo,8,4891,48,Urso,23
