data,dia_semana,milhar_1,cabeca_1,bicho_nome_1,bicho_numero_1,milhar_2,cabeca_2,bicho_nome_2,bicho_numero_2,milhar_3,cabeca_3,bicho_nome_3,bicho_numero_3,milhar_4,cabeca_4,bicho_nome_4,bicho_numero_4,milhar_5,cabeca_5,bicho_nome_5,bicho_numero_5,milhar_6,cabeca_6,bicho_nome_6,bicho_numero_6,milhar_7,cabeca_7,bicho_nome_7,bicho_numero_7,milhar_8,cabeca_8,bicho_nome_8,bicho_numero_8,milhar_9,cabeca_9,bicho_nome_9,bicho_numero_9,milhar_10,cabeca_10,bicho_nome_10,bicho_numero_10
2026-08-22,sábado,3164,31,Leâo,16,8264,82,Leâo,16,0185,01,Tigre,22,6746,67,Elefante,12,6067,60,Macaco,17,0368,03,Macaco,17,8233,82,Cobra,9,3884,38,Touro,21,4563,45,Leâo,16,3015,30,Borboleta,4
2026-08-21,sexta-feira,6956,69,Gato,14,9185,91,Tigre,22,0262,02,Leâo,16,4949,49,Galo,13,5643,56,Cavalo,11,5325,53,Carneiro,7,8992,89,Urso,23,8200,82,Vaca,25,3243,32,Cavalo,11,8519,85,Cachorro,5
2026-08-20,quinta-feira,3943,39,Cavalo,11,7120,71,Cachorro,5,7678,76,Peru,20,1824,18,Cabra,6,5854,58,Gato,14,5655,56,Gato,14,7593,75,Veado,24,8357,83,Jacaré,15,0052,00,Galo,13,3017,30,Cachorro,5
2026-08-19,quarta-feira,3326,33,Carneiro,7,6802,68,Avestruz,1,1948,19,Elefante,12,5818,58,Cachorro,5,5660,56,Jacaré,15,1359,13,Jacaré,15,8831,88,Camelo,8,2455,24,Gato,14,8332,83,Camelo,8,3790,37,Urso,23
2026-08-18,terça-feira,3885,38,Tigre,22,0247,02,Elefante,12,0747,07,Elefante,12,0527,05,Carneiro,7,3692,36,Urso,23,1692,16,Urso,23,2460,24,Jacaré,15,0447,04,Elefante,12,9039,90,Coelho,10,3619,36,Cachorro,5
2026-08-17,segunda-feira,9465,94,Macaco,17,2617,26,Cachorro,5,6725,67,Carneiro,7,6590,65,Urso,23,6553,65,Gato,14,4161,41,Leâo,16,6094,60,Veado,24,5106,51,Águia,2,1774,17,Pavâo,19,3765,37,Macaco,17
2026-08-16,domingo,3531,35,Camelo,8,4478,44,Peru,20,0493,04,Veado,24,3284,32,Touro,21,7593,75,Veado,24,0166,01,Macaco,17,3099,30,Vaca,25,1308,13,Águia,2,7711,77,Burro,3,5366,53,Macaco,17
2026-08-15,sábado,6998,69,Vaca,25,5147,51,Elefante,12,5679,56,Peru,20,6543,65,Cavalo,11,1118,11,Cachorro,5,0935,09,Cobra,9,5031,50,Camelo,8,8416,84,Borboleta,4,1241,12,Cavalo,11,1251,12,Galo,13
2026-08-14,sexta-feira,8025,80,Carneiro,7,8532,85,Camelo,8,5180,51,Peru,20,5945,59,Elefante,12,8394,83,Veado,24,2243,22,Cavalo,11,2516,25,Borboleta,4,5761,57,Leâo,16,4557,45,Jacaré,15,2590,25,Urso,23
2026-08-13,quinta-feira,6600,66,Vaca,25,5974,59,Pavâo,19,2151,21,Galo,13,6533,65,Cobra,9,3785,37,Tigre,22,2308,23,Águia,2,0742,07,Cavalo,11,4848,48,Elefante,12,0262,02,Leâo,16,9445,94,Elefante,12
2026-08-12,quarta-feira,1974,19,Pavâo,19,2211,22,Burro,3,5982,59,Touro,21,3179,31,Peru,20,7639,76,Coelho,10,4103,41,Avestruz,1,9577,95,Peru,20,0747,07,Elefante,12,2928,29,Carneiro,7,6677,66,Peru,20
2026-08-11,terça-feira,7336,73,Cobra,9,3496,34,Veado,24,2851,28,Galo,13,7119,71,Cachorro,5,3765,37,Macaco,17,2633,26,Cobra,9,3148,31,Elefante,12,1141,11,Cavalo,11,0845,08,Elefante,12,7164,71,Leâo,16
2026-08-10,segunda-feira,5008,50,Águia,2,9263,92,Leâo,16,9912,99,Burro,3,8894,88,Veado,24,5958,59,Jacaré,15,9859,98,Jacaré,15,1795,17,Veado,24,0886,08,Tigre,22,5290,52,Urso,23,9978,99,Peru,20
2026-08-09,domingo,7119,71,Cachorro,5,6442,64,Cavalo,11,8895,88,Veado,24,7630,76,Camelo,8,0113,01,Borboleta,4,8542,85,Cavalo,11,0805,08,Águia,2,0216,02,Borboleta,4,2594,25,Veado,24,0143,01,Cavalo,11
2026-08-08,sábado,8333,83,Cobra,9,0215,02,Borboleta,4,9621,96,Cabra,6,5288,52,Tigre,22,1089,10,Urso,23,3029,30,Camelo,8,5801,58,Avestruz,1,8377,83,Peru,20,7891,78,Urso,23,0019,00,Cachorro,5
2026-08-07,sexta-feira,3199,31,Vaca,25,8395,83,Veado,24,3888,38,Tigre,22,6630,66,Camelo,8,8461,84,Leâo,16,4461,44,Leâo,16,9143,91,Cavalo,11,9336,93,Cobra,9,7589,75,Urso,23,5023,50,Cabra,6
2026-08-06,quinta-feira,4351,43,Galo,13,3931,39,Camelo,8,2281,22,Touro,21,5988,59,Tigre,22,0120,01,Cachorro,5,8900,89,Vaca,25,7945,79,Elefante,12,0138,01,Coelho,10,7030,70,Camelo,8,4980,49,Peru,20
2026-08-05,quarta-feira,8284,82,Touro,21,8548,85,Elefante,12,3638,36,Coelho,10,1701,17,Avestruz,1,1249,12,Galo,13,0699,06,Vaca,25,5332,53,Camelo,8,3532,35,Camelo,8,0410,04,Burro,3,0949,09,Galo,13
2026-08-04,terça-feira,8192,81,Urso,23,3347,33,Elefante,12,4113,41,Borboleta,4,4275,42,Pavâo,19,5507,55,Águia,2,9031,90,Camelo,8,3508,35,Águia,2,8094,80,Veado,24,8821,88,Cabra,6,2267,22,Macaco,17
2026-08-03,segunda-feira,6503,65,Avestruz,1,5577,55,Peru,20,0670,06,Porco,18,2861,28,Leâo,16,2590,25,Urso,23,8983,89,Touro,21,5103,51,Avestruz,1,2836,28,Cobra,9,3567,35,Macaco,17,8292,82,Urso,23
2026-08-02,domingo,8513,85,Borboleta,4,6133,61,Cobra,9,4804,48,Avestruz,1,8950,89,Galo,13,6477,64,Peru,20,1623,16,Cabra,6,8671,86,Porco,18,3232,32,Camelo,8,1271,12,Porco,18,4704,47,Avestruz,1
2026-08-01,sábado,9455,94,Gato,14,8888,88,Tigre,22,5751,57,Galo,13,0084,00,Touro,21,7815,78,Borboleta,4,0068,00,Macaco,17,6108,61,Águia,2,6301,63,Avestruz,1,9856,98,Gato,14,9634,96,Cobra,9
2026-07-31,sexta-feira,9387,93,Tigre,22,8839,88,Coelho,10,4621,46,Cabra,6,7642,76,Cavalo,11,7026,70,Carneiro,7,6620,66,Cachorro,5,8911,89,Burro,3,1400,14,Vaca,25,5322,53,Cabra,6,3093,30,Veado,24
2026-07-30,quinta-feira,5499,54,Vaca,25,2461,24,Leâo,16,2621,26,Cabra,6,4524,45,Cabra,6,8951,89,Galo,13,8074,80,Pavâo,19,8068,80,Macaco,17,8551,85,Galo,13,0746,07,Elefante,12,0415,04,Borboleta,4
2026-07-29,quarta-feira,9792,97,Urso,23,5524,55,Cabra,6,9051,90,Galo,13,1602,16,Avestruz,1,1128,11,Carneiro,7,6783,67,Touro,21,2909,29,Burro,3,1915,19,Borboleta,4,1910,19,Burro,3,1507,15,Águia,2
2026-07-28,terça-feira,2998,29,Vaca,25,2295,22,Veado,24,4676,46,Pavâo,19,5253,52,Gato,14,5690,56,Urso,23,5292,52,Urso,23,2742,27,Cavalo,11,9313,93,Borboleta,4,4915,49,Borboleta,4,3348,33,Elefante,12
2026-07-27,segunda-feira,2334,23,Cobra,9,3725,37,Carneiro,7,0147,01,Elefante,12,4022,40,Cabra,6,3781,37,Touro,21,5182,51,Touro,21,8489,84,Urso,23,4384,43,Touro,21,9402,94,Avestruz,1,1940,19,Coelho,10
2026-07-26,domingo,9330,93,Camelo,8,8886,88,Tigre,22,3647,36,Elefante,12,4753,47,Gato,14,2857,28,Jacaré,15,1687,16,Tigre,22,3999,39,Vaca,25,5827,58,Carneiro,7,2687,26,Tigre,22,9226,92,Carneiro,7
2026-07-25,sábado,4061,40,Leâo,16,1095,10,Veado,24,7459,74,Jacaré,15,5609,56,Burro,3,1954,19,Gato,14,6934,69,Cobra,9,6874,68,Pavâo,19,8097,80,Vaca,25,1525,15,Carneiro,7,8081,80,Touro,21
2026-07-24,sexta-feira,2454,24,Gato,14,7530,75,Camelo,8,2416,24,Borboleta,4,5879,58,Peru,20,7749,77,Galo,13,2603,26,Avestruz,1,9302,93,Avestruz,1,7992,79,Urso,23,7366,73,Macaco,17,7482,74,Touro,21
2026-07-23,quinta-feira,0447,04,Elefante,12,9976,99,Pavâo,19,5357,53,Jacaré,15,9255,92,Gato,14,4156,41,Gato,14,4494,44,Veado,24,2686,26,Tigre,22,8633,86,Cobra,9,2329,23,Camelo,8,9267,92,Macaco,17
2026-07-22,quarta-feira,4130,41,Camelo,8,6845,68,Elefante,12,0515,05,Borboleta,4,3860,38,Jacaré,15,2261,22,Leâo,16,7408,74,Águia,2,2119,21,Cachorro,5,9576,95,Pavâo,19,6742,67,Cavalo,11,9001,90,Avestruz,1
2026-07-21,terça-feira,8029,80,Camelo,8,9350,93,Galo,13,0902,09,Avestruz,1,2966,29,Macaco,17,3374,33,Pavâo,19,6437,64,Coelho,10,6982,69,Touro,21,2085,20,Tigre,22,5663,56,Leâo,16,5407,54,Águia,2
2026-07-20,segunda-feira,1733,17,Cobra,9,1919,19,Cachorro,5,1337,13,Coelho,10,7111,71,Burro,3,1325,13,Carneiro,7,3720,37,Cachorro,5,4791,47,Urso,23,2557,25,Jacaré,15,2225,22,Carneiro,7,7551,75,Galo,13
2026-07-19,domingo,3946,39,Elefante,12,2830,28,Camelo,8,7993,79,Veado,24,8630,86,Camelo,8,1878,18,Peru,20,8611,86,Burro,3,4325,43,Carneiro,7,9339,93,Coelho,10,8792,87,Urso,23,1536,15,Cobra,9
2026-07-18,sábado,0729,07,Camelo,8,1366,13,Macaco,17,7286,72,Tigre,22,8199,81,Vaca,25,5932,59,Camelo,8,7341,73,Cavalo,11,5236,52,Cobra,9,5788,57,Tigre,22,3623,36,Cabra,6,7827,78,Carneiro,7
2026-07-17,sexta-feira,6304,63,Avestruz,1,1681,16,Touro,21,7184,71,Touro,21,9353,93,Gato,14,3522,35,Cabra,6,8276,82,Pavâo,19,3791,37,Urso,23,1340,13,Coelho,10,9312,93,Burro,3,2867,28,Macaco,17
2026-07-16,quinta-feira,9030,90,Camelo,8,5845,58,Elefante,12,1437,14,Coelho,10,2134,21,Cobra,9,9903,99,Avestruz,1,7391,73,Urso,23,9924,99,Cabra,6,0481,04,Touro,21,2218,22,Cachorro,5,8147,81,Elefante,12
2026-07-15,quarta-feira,0537,05,Coelho,10,0036,00,Cobra,9,9298,92,Vaca,25,3852,38,Galo,13,7949,79,Galo,13,0060,00,Jacaré,15,8165,81,Macaco,17,5107,51,Águia,2,5473,54,Pavâo,19,0262,02,Leâo,16
2026-07-14,terça-feira,3561,35,Leâo,16,8680,86,Peru,20,1275,12,Pavâo,19,4222,42,Cabra,6,6189,61,Urso,23,0308,03,Águia,2,3028,30,Carneiro,7,7150,71,Galo,13,4787,47,Tigre,22,2301,23,Avestruz,1
2026-07-13,segunda-feira,8607,86,Águia,2,8643,86,Cavalo,11,7626,76,Carneiro,7,4005,40,Águia,2,3151,31,Galo,13,5189,51,Urso,23,1750,17,Galo,13,1156,11,Gato,14,2112,21,Burro,3,8913,89,Borboleta,4
2026-07-12,domingo,9157,91,Jacaré,15,2537,25,Coelho,10,2855,28,Gato,14,8146,81,Elefante,12,0482,04,Touro,21,6938,69,Coelho,10,8010,80,Burro,3,5686,56,Tigre,22,4809,48,Burro,3,3571,35,Porco,18
2026-07-11,sábado,5514,55,Borboleta,4,7314,73,Borboleta,4,6420,64,Cachorro,5,5616,56,Borboleta,4,3151,31,Galo,13,7678,76,Peru,20,7849,78,Galo,13,0752,07,Galo,13,9469,94,Porco,18,5950,59,Galo,13
2026-07-10,sexta-feira,3184,31,Touro,21,0833,08,Cobra,9,5919,59,Cachorro,5,9284,92,Touro,21,4679,46,Peru,20,4019,40,Cachorro,5,7315,73,Borboleta,4,0726,07,Carneiro,7,1910,19,Burro,3,0273,02,Pavâo,19
2026-07-09,quinta-feira,1173,11,Pavâo,19,0735,07,Cobra,9,9484,94,Touro,21,0961,09,Leâo,16,8475,84,Pavâo,19,5228,52,Carneiro,7,2580,25,Peru,20,7703,77,Avestruz,1,5393,53,Veado,24,9337,93,Coelho,10
2026-07-08,quarta-feira,6196,61,Veado,24,3467,34,Macaco,17,4942,49,Cavalo,11,6688,66,Tigre,22,2090,20,Urso,23,1972,19,Porco,18,6602,66,Avestruz,1,7754,77,Gato,14,9661,96,Leâo,16,3991,39,Urso,23
2026-07-07,terça-feira,2520,25,Cachorro,5,7023,70,Cabra,6,2797,27,Vaca,25,5379,53,Peru,20,0490,04,Urso,23,0323,03,Cabra,6,7708,77,Águia,2,9871,98,Porco,18,4011,40,Burro,3,8868,88,Macaco,17
2026-07-06,segunda-feira,4318,43,Cachorro,5,2800,28,Vaca,25,6578,65,Peru,20,9626,96,Carneiro,7,3866,38,Macaco,17,7221,72,Cabra,6,9423,94,Cabra,6,0053,00,Gato,14,6543,65,Cavalo,11,9465,94,Macaco,17
2026-07-05,domingo,0448,04,Elefante,12,3139,31,Coelho,10,9488,94,Tigre,22,7286,72,Tigre,22,7171,71,Porco,18,2115,21,Borboleta,4,6653,66,Gato,14,6805,68,Águia,2,5810,58,Burro,3,7945,79,Elefante,12
2026-07-04,sábado,9107,91,Águia,2,2522,25,Cabra,6,2723,27,Cabra,6,3645,36,Elefante,12,0044,00,Cavalo,11,9837,98,Coelho,10,1610,16,Burro,3,3914,39,Borboleta,4,2272,22,Porco,18,4959,49,Jacaré,15
2026-07-03,sexta-feira,8648,86,Elefante,12,3048,30,Elefante,12,8024,80,Cabra,6,8727,87,Carneiro,7,0425,04,Carneiro,7,9248,92,Elefante,12,0803,08,Avestruz,1,9685,96,Tigre,22,1824,18,Cabra,6,4164,41,Leâo,16
2026-07-02,quinta-feira,6260,62,Jacaré,15,4804,48,Avestruz,1,0409,04,Burro,3,2897,28,Vaca,25,7775,77,Pavâo,19,2442,24,Cavalo,11,2368,23,Macaco,17,6578,65,Peru,20,2776,27,Pavâo,19,9943,99,Cavalo,11
2026-07-01,quarta-feira,1027,10,Carneiro,7,0525,05,Carneiro,7,7641,76,Cavalo,11,4177,41,Peru,20,8948,89,Elefante,12,9897,98,Vaca,25,5652,56,Galo,13,7280,72,Peru,20,3051,30,Galo,13,2055,20,Gato,14
2026-06-30,terça-feira,9901,99,Avestruz,1,9650,96,Galo,13,1105,11,Águia,2,0965,09,Macaco,17,0851,08,Galo,13,2967,29,Macaco,17,3304,33,Avestruz,1,1771,17,Porco,18,7760,77,Jacaré,15,9947,99,Elefante,12
2026-06-29,segunda-feira,8532,85,Camelo,8,1001,10,Avestruz,1,5948,59,Elefante,12,7254,72,Gato,14,0203,02,Avestruz,1,7053,70,Gato,14,5045,50,Elefante,12,2169,21,Porco,18,0085,00,Tigre,22,3711,37,Burro,3
2026-06-28,domingo,6830,68,Camelo,8,9603,96,Avestruz,1,9348,93,Elefante,12,2368,23,Macaco,17,0402,04,Avestruz,1,0155,01,Gato,14,8265,82,Macaco,17,8854,88,Gato,14,8598,85,Vaca,25,8328,83,Carneiro,7
2026-06-27,sábado,9591,95,Urso,23,7318,73,Cachorro,5,8984,89,Touro,21,1225,12,Carneiro,7,5354,53,Gato,14,3181,31,Touro,21,2204,22,Avestruz,1,1551,15,Galo,13,5295,52,Veado,24,8684,86,Touro,21
2026-06-26,sexta-feira,4451,44,Galo,13,4018,40,Cachorro,5,6757,67,Jacaré,15,4317,43,Cachorro,5,6741,67,Cavalo,11,7014,70,Borboleta,4,1520,15,Cachorro,5,6654,66,Gato,14,1210,12,Burro,3,5519,55,Cachorro,5
2026-06-25,quinta-feira,4643,46,Cavalo,11,1950,19,Galo,13,4259,42,Jacaré,15,5180,51,Peru,20,3294,32,Veado,24,2797,27,Vaca,25,6289,62,Urso,23,8447,84,Elefante,12,1320,13,Cachorro,5,5580,55,Peru,20
2026-06-24,quarta-feira,4661,46,Leâo,16,7161,71,Leâo,16,9841,98,Cavalo,11,0666,06,Macaco,17,7743,77,Cavalo,11,4129,41,Camelo,8,7483,74,Touro,21,1336,13,Cobra,9,6663,66,Leâo,16,8924,89,Cabra,6
2026-06-23,terça-feira,7273,72,Pavâo,19,4057,40,Jacaré,15,7353,73,Gato,14,8324,83,Cabra,6,7222,72,Cabra,6,7339,73,Coelho,10,4134,41,Cobra,9,3696,36,Veado,24,3986,39,Tigre,22,0621,06,Cabra,6
2026-06-22,segunda-feira,7395,73,Veado,24,3444,34,Cavalo,11,9264,92,Leâo,16,1415,14,Borboleta,4,6243,62,Cavalo,11,3498,34,Vaca,25,3961,39,Leâo,16,4829,48,Camelo,8,0196,01,Veado,24,2399,23,Vaca,25
2026-06-21,domingo,2382,23,Touro,21,3928,39,Carneiro,7,1951,19,Galo,13,0959,09,Jacaré,15,9651,96,Galo,13,9319,93,Cachorro,5,0134,01,Cobra,9,6163,61,Leâo,16,9501,95,Avestruz,1,1846,18,Elefante,12
2026-06-20,sábado,1846,18,Elefante,12,3008,30,Águia,2,9106,91,Águia,2,8845,88,Elefante,12,1496,14,Veado,24,2438,24,Coelho,10,7691,76,Urso,23,7549,75,Galo,13,6615,66,Borboleta,4,8032,80,Camelo,8
2026-06-19,sexta-feira,7333,73,Cobra,9,9514,95,Borboleta,4,4012,40,Burro,3,3409,34,Burro,3,0102,01,Avestruz,1,4966,49,Macaco,17,3120,31,Cachorro,5,4034,40,Cobra,9,7174,71,Pavâo,19,0779,07,Peru,20
2026-06-18,quinta-feira,6342,63,Cavalo,11,0766,07,Macaco,17,0363,03,Leâo,16,8148,81,Elefante,12,7678,76,Peru,20,2504,25,Avestruz,1,7002,70,Avestruz,1,0757,07,Jacaré,15,1040,10,Coelho,10,3975,39,Pavâo,19
2026-06-17,quarta-feira,0036,00,Cobra,9,5635,56,Cobra,9,9638,96,Coelho,10,2104,21,Avestruz,1,8308,83,Águia,2,4887,48,Tigre,22,1786,17,Tigre,22,3261,32,Leâo,16,2923,29,Cabra,6,6918,69,Cachorro,5
2026-06-16,terça-feira,5784,57,Touro,21,3998,39,Vaca,25,1927,19,Carneiro,7,1185,11,Tigre,22,7970,79,Porco,18,0744,07,Cavalo,11,7125,71,Carneiro,7,3375,33,Pavâo,19,7400,74,Vaca,25,8507,85,Águia,2
2026-06-15,segunda-feira,3018,30,Cachorro,5,4795,47,Veado,24,4287,42,Tigre,22,0676,06,Pavâo,19,6076,60,Pavâo,19,7247,72,Elefante,12,3595,35,Veado,24,1899,18,Vaca,25,9829,98,Camelo,8,9129,91,Camelo,8
2026-06-14,domingo,6364,63,Leâo,16,4604,46,Avestruz,1,2619,26,Cachorro,5,1178,11,Peru,20,6032,60,Camelo,8,2161,21,Leâo,16,7174,71,Pavâo,19,2129,21,Camelo,8,0495,04,Veado,24,6320,63,Cachorro,5
2026-06-13,sábado,4412,44,Burro,3,4280,42,Peru,20,1920,19,Cachorro,5,7075,70,Pavâo,19,0055,00,Gato,14,6707,67,Águia,2,0875,08,Pavâo,19,3624,36,Cabra,6,1105,11,Águia,2,0788,07,Tigre,22
2026-06-12,sexta-feira,3301,33,Avestruz,1,7869,78,Porco,18,8134,81,Cobra,9,4331,43,Camelo,8,1689,16,Urso,23,6418,64,Cachorro,5,8709,87,Burro,3,8621,86,Cabra,6,8244,82,Cavalo,11,9164,91,Leâo,16
2026-06-11,quinta-feira,4193,41,Veado,24,5221,52,Cabra,6,9077,90,Peru,20,4734,47,Cobra,9,7928,79,Carneiro,7,0685,06,Tigre,22,0194,01,Veado,24,6448,64,Elefante,12,7760,77,Jacaré,15,3143,31,Cavalo,11
2026-06-10,quarta-feira,9812,98,Burro,3,2848,28,Elefante,12,4832,48,Camelo,8,5588,55,Tigre,22,2008,20,Águia,2,0674,06,Pavâo,19,6245,62,Elefante,12,9705,97,Águia,2,3679,36,Peru,20,1102,11,Avestruz,1
2026-06-09,terça-feira,7662,76,Leâo,16,6807,68,Águia,2,2676,26,Pavâo,19,3563,35,Leâo,16,0845,08,Elefante,12,4343,43,Cavalo,11,2880,28,Peru,20,3707,37,Águia,2,0207,02,Águia,2,5552,55,Galo,13
2026-06-08,segunda-feira,5795,57,Veado,24,5525,55,Carneiro,7,4182,41,Touro,21,2964,29,Leâo,16,3665,36,Macaco,17,9152,91,Galo,13,6537,65,Coelho,10,9260,92,Jacaré,15,3612,36,Burro,3,9216,92,Borboleta,4
2026-06-07,domingo,8234,82,Cobra,9,0568,05,Macaco,17,8973,89,Pavâo,19,4811,48,Burro,3,5100,51,Vaca,25,0072,00,Porco,18,5295,52,Veado,24,3384,33,Touro,21,2356,23,Gato,14,3912,39,Burro,3
2026-06-06,sábado,9389,93,Urso,23,0068,00,Macaco,17,3771,37,Porco,18,7740,77,Coelho,10,5226,52,Carneiro,7,5615,56,Borboleta,4,4585,45,Tigre,22,1650,16,Galo,13,1387,13,Tigre,22,5505,55,Águia,2
